Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,DelayCategory,IsWeekend,TimeOfDay
2008,1,12,6,739.0,740.0,1007.0,1025,WN,597,148.0,165.0,137.0,-18.0,-1.0,MDW,HOU,937.0,3.0,8.0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,Morning
2008,1,13,7,617.0,620.0,859.0,915,WN,3147,102.0,115.0,87.0,-16.0,-3.0,LAS,DEN,629.0,5.0,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,Morning
2008,1,26,6,656.0,700.0,954.0,1005,WN,1849,118.0,,102.0,-11.0,-4.0,MDW,PVD,842.0,5.0,11.0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,Morning
2008,1,11,5,712.0,715.0,901.0,905,WN,1746,49.0,50.0,31.0,-4.0,-3.0,MDW,IND,162.0,7.0,11.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Morning
2008,1,19,6,1449.0,1450.0,1731.0,1735,WN,3045,102.0,105.0,88.0,-4.0,-1.0,SMF,PHX,647.0,4.0,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,Afternoon
2008,1,11,5,2041.0,2030.0,2149.0,2145,WN,1935,68.0,75.0,59.0,4.0,11.0,SNA,SJC,342.0,4.0,5.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,Evening
2008,1,16,3,1933.0,1935.0,2112.0,2105,WN,1435,99.0,90.0,86.0,7.0,-2.0,LAS,SFO,414.0,5.0,8.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,Evening
2008,1,9,3,2002.0,2005.0,2135.0,2205,WN,556,213.0,240.0,203.0,-30.0,-3.0,MDW,LXS,1521.0,4.0,6.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Evening
2008,1,9,3,2023.0,2030.0,2240.0,2250,WN,2889,77.0,80.0,62.0,-10.0,-7.0,STL,DTW,440.0,6.0,9.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Evening
2008,1,16,3,1117.0,1120.0,1355.0,1405,WN,978,218.0,225.0,205.0,-10.0,-3.0,MDW,TUS,1440.0,4.0,9.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Morning
2008,1,7,1,2157.0,1920.0,2310.0,1930,WN,556,133.0,70.0,112.0,220.0,157.0,CMH,MDW,284.0,10.0,11.0,0,0,0.0,0.0,220.0,0.0,0.0,1,0,Evening
2008,1,9,3,907.0,825.0,1016.0,940,WN,723,69.0,75.0,60.0,36.0,42.0,PVD,PHL,238.0,3.0,6.0,0,0,0.0,0.0,36.0,0.0,0.0,1,0,Morning
2008,1,7,1,624.0,625.0,922.0,945,WN,223,118.0,140.0,104.0,-23.0,-1.0,DEN,MDW,895.0,2.0,12.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Morning
2008,1,11,5,928.0,935.0,1204.0,1200,WN,1317,96.0,85.0,77.0,4.0,-7.0,BHM,MCO,478.0,7.0,12.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,Morning
2008,1,20,7,1700.0,1700.0,1828.0,1830,WN,1231,88.0,90.0,74.0,-2.0,0.0,SAN,SMF,480.0,5.0,9.0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,Evening
2008,1,20,7,1949.0,1955.0,2253.0,2310,WN,1109,124.0,135.0,108.0,-17.0,-6.0,STL,MCO,880.0,6.0,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,Evening
2008,1,9,3,2006.0,2000.0,2103.0,2100,WN,55,57.0,60.0,43.0,3.0,6.0,DAL,HOU,239.0,4.0,10.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,Evening
2008,1,18,5,1753.0,1725.0,1856.0,18.50,WN,1089,63.0,85.0,53.0,6.0,28.0,LAX,SFO,337.0,3.0,7.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,Evening
2008,1,17,4,1445.0,1435.0,1543.0,1535,WN,39,58.0,60.0,49.0,8.0,10.0,MAF,DAL,319.0,3.0,6.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,Afternoon
2008,1,5,6,1641.0,1540.0,1834.0,1725,XE,2,233.0,225.0,212.0,69.0,61.0,OKC,SMF,1342.0,7.0,14.0,0,0,61.0,0.0,8.0,0.0,0.0,1,1,Afternoon
2008,1,24,4,6.40,640.0,833.0,840,WN,1116,113.0,120.0,99.0,-7.0,0.0,DEN,DEN,602.0,5.0,9.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Morning
2008,1,18,5,616.0,615.0,712.0,710,WN,1628,56.0,55.0,44.0,2.0,1.0,DAL,HOU,239.0,2.0,10.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,Morning
2008,1,23,3,909.0,915.0,1115.0,1120,WN,1545,66.0,65.0,46.0,-5.0,-6.0,LAS,PHX,256.0,5.0,15.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Morning
2008,1,8,2,2147.0,2150.0,2322.0,2320,WN,1320,95.0,90.0,81.0,2.0,-3.0,SAN,SMF,480.0,4.0,10.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,Evening
2008,1,31,4,1512.0,1415.0,1607.0,15.15,WN,3334,55.0,60.0,44.0,52.0,57.0,ONT,LAS,197.0,3.0,8.0,0,0,0.0,0.0,16.0,0.0,36.0,1,0,Afternoon
2008,1,8,2,943.0,940.0,1117.0,1125,WN,2985,154.0,165.0,136.0,-8.0,3.0,TPA,AUS,928.0,4.0,14.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Morning
2008,1,26,6,1515.0,1515.0,1626.0,1630,WN,3768,71.0,75.0,59.0,-4.0,0.0,SMF,LAS,397.0,5.0,7.0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,Afternoon
2008,1,12,6,1030.0,1030.0,1122.0,1125,WN,18,52.0,55.0,38.0,-3.0,0.0,HOU,DAL,239.0,4.0,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,Morning
2008,1,24,4,922.0,930.0,1204.0,1215,WN,785,102.0,105.0,87.0,-11.0,-8.0,BNA,TPA,612.0,3.0,12.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Morning
2008,1,4,5,1940.0,1925.0,2125.0,2055,WN,644,105.0,90.0,72.0,30.0,15.0,SAN,OAK,446.0,19.0,14.0,0,0,0.0,0.0,15.0,0.0,15.0,1,0,Evening
2008,1,18,5,910.0,915.0,1036.0,1040,WN,908,86.0,85.0,67.0,-4.0,-5.0,JAX,ORF,543.0,4.0,15.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Morning
2008,1,20,7,1029.0,1030.0,1132.0,1140,WN,3394,63.0,70.0,51.0,-8.0,-1.0,SJC,ONT,333.0,4.0,8.0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,Morning
2008,1,18,5,2300.0,2210.0,35.0,2340,wn,2551,95.0,90.0,82.0,55.0,50.0,PHX,SLC,507.0,6.0,7.0,0,0,7.0,0.0,5.0,0.0,43.0,1,0,Evening
2008,1,24,4,8:56AM,855.0,1217.0,1220,WN,3,141.0,145.0,123.0,-3.0,1.0,HOU,FLL,957.0,6.0,12.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Morning
2008,1,25,5,734.0,735.0,934.0,940,WN,1092,60.0,65.0,45.0,-6.0,-1.0,SAN,PHX,304.0,,11.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Morning
2008,1,15,2,1622.0,1625.0,1725.0,1735,WN,278,63.0,70.0,48.0,-10.0,-3.0,SJC,ONT,333.0,3.0,12.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Afternoon
2008,1,13,7,1633.0,1620.0,1630.0,1630,WN,1343,57.0,70.0,44.0,0.0,13.0,DTW,MDW,229.0,6.0,7.0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,Afternoon
2008,1,24,4,2052.0,2035.0,2314.0,2255,WN,617,82.0,80.0,69.0,19.0,17.0,MDW,BUF,468.0,3.0,10.0,0,0,17.0,0.0,2.0,0.0,0.0,1,0,Evening
2008,1,25,5,640.0,640.0,1037.0,1045,WN,2382,177.0,185.0,164.0,-8.0,0.0,SAT,BWI,1407.0,4.0,9.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Morning
2008,1,15,2,1000.0,1000.0,1053.0,1055,WN,16,53.0,55.0,40.0,-2.0,0.0,HOU,DAL,239.0,4.0,9.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Morning
2008,1,8,2,1805.0,1810.0,1827.0,1834,XE,118,82.0,84.0,68.0,-7.0,-5.0,TUS,ONT,409.0,4.0,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Evening
2008,1,17,4,2159.0,2150.0,2254.0,2245,WN,809,55.0,55.0,42.0,9.0,9.0,HOU,MSY,303.0,4.0,9.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,Evening
2008,1,28,1,730.0,720.0,1324.0,1315,WN,259,234.0,235.0,,9.0,10.0,SEA,MDW,1733.0,6.0,11.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,Morning
2008,1,13,7,1508.0,1500.0,1604.0,1555,WN,36,56.0,55.0,41.0,9.0,8.0,HOU,DAL,239.0,3.0,12.0,0,0,0.0,0.0,0.0,0.0,0.0,1,1,Afternoon
2008,1,20,7,1821.0,1820.0,2011.0,2015,WN,3757,110.0,115.0,96.0,-4.0,1.0,JAN,MDW,666.0,6.0,8.0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,Evening
2008,1,7,1,641.0,,1220.0,1235,WN,234,219.0,235.0,202.0,-15.0,1.0,SMF,MDW,1790.0,4.0,13.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Evening
2008,1,27,7,2103.0,2035.0,2141.0,2105,WN,209,98.0,90.0,63.0,36.0,28.0,PIT,PIT,402.0,8.0,27.0,0,0,4.0,0.0,8.0,0.0,24.0,1,1,Evening
2008,1,28,1,1022.0,1025.0,11:07,1115,WN,9,45.0,50.0,36.0,-8.0,-3.0,HOU,CRP,187.0,3.0,6.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Morning
2008,1,12,6,1338.0,1350.0,1636.0,1659,XE,104,118.0,129.0,103.0,-23.0,-12.0,ONT,COS ,789.0,,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,Afternoon
2008,1,6,7,801.0,755.0,1012.0,1025,WN,2702,251.0,-270.0,237.0,-13.0,6.0,MDW,SEA,1733.0,8.0,6.0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,Morning
2008,1,23,3,1845.0,1845.0,2129.0,2135,WN,1538,104.0,110.0,91.0,-6.0,0.0,SMF,PHX,647.0,5.0,8.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Evening
2008,1,31,4,946.0,945.0,1428.0,1435,WN,1110,162.0,170.0,151.0,-7.0,1.0,LAX,AUS,1242.0,4.0,7.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Morning
2008,1,16,3,735.0,740.0,838.0,850,WN,255,63.0,70.0,52.0,-12.0,-5.0,AUS,LBB,341.0,3.0,8.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Morning
2008,1,13,7,2039.0,2025.0,2154.0,2140,WN,1194,75.0,75.0,61.0,14.0,14.0,BWI,MHT,377.0,4.0,,0,0,0.0,0.0,0.0,0.0,0.0,1,1,Evening
2008,1,16,3,1953.0,1955.0,2058.0,2100,WN,1663,65.0,65.0,55.0,-2.0,-2.0,LAX,SJC,308.0,2.0,8.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Evening
2008,1,28,1,1124.0,1125.0,1216.0,1220,WN,1474,52.0,55.0,40.0,-4.0,-1.0,DAL,TUL,237.0,3.0,9.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Morning
2008,1,11,5,1047.0,1035.0,1503.0,1505,WN,574,136.0,150.0,121.0,-2.0,12.0,LAS,TUL,1076.0,2.0,13.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Morning
2008,1,23,3,1539.0,1540.0,1901.0,1905,W,2560,142.0,145.0,129.0,-4.0,-1.0,PHX,OMA,1037.0,4.0,9.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Afternoon
2008,1,21,1,1445.0,1445.0,1552.0,1600,WN,1162,67.0,75.0,56.0,-8.0,0.0,DAL,MSY,437.0,3.0,8.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Afternoon
2008,1,14,1,957.0,1000.0,1118.0,1135,WN,1551,141.0,155.0,130.0,-17.0,-3.0,AUS,PHX,872.0,4.0,7.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Morning
2008,1,11,5,2130.0,2120.0,2249.0,2230,WN,610,79.0,70.0,55.0,19.0,10.0,BDL,BWI,283.0,4.0,20.0,0,0,0.0,0.0,9.0,0.0,10.0,1,0,Evening
2008,1,11,5,925.0,930.0,1125.0,1135,WN,458,120.0,125.0,104.0,-10.0,-5.0,MCO,BWI,787.0,3.0,13.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Morning
2008,1,4,5,1740.0,1750.0,2112.0,2123,XE,25,152.0,153.0,128.0,-11.0,-10.0,TUS,MC,1036.0,8.0,16.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Evening
2008,1,15,2,1851.0,1850.0,2005.0,2015,WN,2359,74.0,85.0,63.0,-10.0,1.0,PDX,SMF,479.0,3.0,8.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Evening
2008,1,28,1,1913.0,1915.0,2001.0,2010,WN,889,48.0,55.0,34.0,-9.0,-2.0,LAS,ONT,197.0,4.0,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Evening
2008,1,30,3,650.0,650.0,827.0,825,WN,1376,97.0,95.0,80.0,2.0,0.0,MHT,BXI,377.0,3.0,14.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,Morning
2008,1,4,5,1934.0,1905.0,2025.0,2005,WN,121,51.0,60.0,32.0,20.0,29.0,FLL,MCO,178.0,3.0,16.0,0,0,14.0,0.0,0.0,0.0,6.0,1,0,Evening
2008,1,12,6,1437.0,1435.0,1719.0,1745,WN,10,102.0,130.0,88.0,-26.0,2.0,MDW,PHL,668.0,5.0,9.0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,Afternoon
2008,1,31,4,2249.0,1915.0,2325.0,1935,WN,712,96.0,80.0,78.0,230.0,214.0,CLE,MDW,307.0,7.0,11.0,0,0,0.0,141.0,16.0,0.0,73.0,1,0,Evening
2008,1,14,1,631.0,635.0,732.0,745,WN,1483,61.0,70.0,48.0,-13.0,-4.0,BWI,ALB,288.0,3.0,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Morning
2008,1,26,6,1106.0,1110.0,1130.0,1125,WN,1299,84.0,75.0,56.0,5.0,-4.0,CLE,MDW,307.0,5.0,23.0,0,0,0.0,0.0,0.0,0.0,0.0,1,1,Morning
2008,1,14,1,2124.0,2130.0,2226.0,2235,WN,3776,122.0,125.0,-102.0,-9.0,-6.0,SLC,OAK,588.0,5.0,15.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Evening
2008,1,6,7,1040.0,1025.0,1156.0,1140,WN,98,76.0,75.0,67.0,16.0,15.0,SJC,SAN,417.0,2.0,7.0,0,0,3.0,0.0,1.0,0.0,12.0,1,1,Morning
2008,1,11,5,2159.0,2200.0,2247.0,2255,WN,64,48.0,55.0,40.0,-8.0,-1.0,HOU,DAL,239.0,3.0,5.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Evening
2008,1,13,7,1419.0,1350.0,1427.0,1415,WN,3492,68.0,85.0,58.0,12.0,29.0,SLC,RNO,422.0,5.0,5.0,0,0,0.0,0.0,0.0,0.0,0.0,1,1,Afternoon
2008,1,26,6,1616.0,1615.0,1906.0,1915,WN,1348,110.0,120.0,96.0,-9.0,1.0,PHX,SAT,843.0,3.0,11.0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,Afternoon
2008,1,22,2,833.0,835.0,1157.0,1205,WN,799,144.0,150.0,118.0,-8.0,-2.0,PHX,OMA,1037.0,,22.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Morning
2008,1,24,4,1109.0,1110.0,13:34,1335,WN,1352,85.0,85.0,70.0,-1.0,-1.0,BUR,PHX,369.0,7.0,8.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Morning
2008,1,22,2,959.0,945.0,1123.0,1110,WN,1563,84.0,85.0,70.0,13.0,14.0,MDW,MCI,405.0,6.0,8.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,Morning
2008,1,21,1,701.0,700.0,755.0,800,WN,1,54.0,60.0,43.0,-5.0,1.0,DAL,HOU,239.0,3.0,8.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Morning
2008,1,25,5,1111.0,1110.0,1243.0,1235,WN,351,92.0,85.0,67.0,8.0,1.0,OAK,SAN,446.0,3.0,22.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,Morning
2008,1,9,3,1105.0,1105.0,1218.0,1235,WN,1314,193.0,210.0,182.0,-17.0,0.0,HOU,SAN,1312.0,2.0,9.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Morning
2008,1,22,2,1650.0,1655.0,1722.0,1725,WN,702,92.0,90.0,74.0,-3.0,-5.0,TUS,TUS,451.0,8.0,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Afternoon
2008,1,10,4,851.0,850.0,9.46,945,WN,2471,55.0,55.0,37.0,1.0,1.0,SEA,GEG,224.0,4.0,14.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,Morning
2008,1,6,7,859.0,855.0,1003.0,1010,WN,3831,64.0,75.0,49.0,-7.0,4.0,SJC,LAX,308.0,5.0,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,Morning
2008,1,6,7,1300.0,1240.0,1730.0,1720,WN,155,150.0,160.0,127.0,10.0,20.0,LAS,AUS,1090.0,3.0,20.0,0,0,0.0,0.0,0.0,0.0,0.0,1,1,Afternoon
2008,1,11,5,1216.0,1220.0,1253.0,??,WN,151,97.0,105.0,85.0,-12.0,-4.0,SLC,GEG,546.0,4.0,8.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Afternoon
2008,1,23,3,750.0,755.0,959.0,1000,WN,33,129.0,125.0,113.0,-1.0,-5.0,JAX,IND,688.0,6.0,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Morning
2008,1,29,2,1014.0,1015.0,11.45,??,WN,1218,91.0,90.0,75.0,0.0,-1.0,LAS,SMF,397.0,4.0,12.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Morning
2008,1,12,6,1651.0,,1750.0,1805,WN,1516,59.0,70.0,47.0,-15.0,-4.0,BWI,BUF,281.0,4.0,8.0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,Evening
2008,1,4,5,1748.0,1755.0,1855.0,1905,WN,236,,70.0,50.0,-10.0,-7.0,BWI,ALB,288.0,4.0,13.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Evening
2008,1,27,7,2039.0,1920.0,2220.0,2040,WN,259,221.0,200.0,185.0,100.0,79.0,HOU,LAS,1235.0,24.0,12.0,0,0,0.0,0.0,85.0,0.0,15.0,1,1,Evening
2008,1,22,2,1914.0,1915.0,2031.0,2035,WN,3918,77.0,80.0,63.0,-4.0,-1.0,OAK,LAS,407.0,4.0,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Evening
2008,1,20,7,839.0,845.0,1309.0,1318,XE,17,150.0,153.0,138.0,-9.0,-6.0,ONT,SAT,1167.0,3.0,9.0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,Morning
2008,1,9,3,628.0,630.0,954.0,925,WN,235,146.0,115.0,128.0,29.0,-2.0,MDW,PHL,668.0,6.0,12.0,0,0,0.0,0.0,29.0,0.0,0.0,1,0,Morning
2008,1,13,7,945.0,945.0,1153.0,1230,WN,2260,248.0,285.0,232.0,-37.0,0.0,MDW,OAK,1844.0,5.0,11.0,1,0,0.0,0.0,0.0,0.0,0.0,0,1,Morning
2008,1,22,2,1111.0,1045.0,1201.0,1145,WN,409,110.0,120.0,94.0,16.0,26.0,SLC,OAK,588.0,3.0,13.0,0,0,2.0,0.0,0.0,0.0,14.0,1,0,Morning
2008,1,16,3,1103.0,1100.0,1357.0,1410,WN,1154,114.0,130.0,101.0,-13.0,3.0,PHX,OKC,833.0,4.0,9.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Morning
2008,1,20,7,1527.0,1525.0,1629.0,1630,WN,978,62.0,65.0,51.0,-1.0,2.0,LAX,SJC,308.0,5.0,6.0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,Afternoon
2008,1,14,1,1221.0,1220.0,1312.0,1320,WN,2537,51.0,60.0,35.0,-8.0,1.0,FLL,TPA,197.0,5.0,11.0,N,0,0.0,0.0,0.0,0.0,0.0,0,0,Afternoon
2008,1,4,5,653.0,650.0,806.0,810,WN,1774,73.0,80.0,56.0,-4.0,3.0,SJC,LAS,386.0,5.0,12.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Morning
2008,1,20,7,1829.0,1830.0,2212.0,2220,WN,1122,163.0,170.0,149.0,-8.0,-1.0,PHX,STL,1262.0,3.0,11.0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,Evening
2008,1,15,2,1147.0,1120.0,1356.0,1330,WN,1445,69.0,70.0,47.0,26.0,27.0,SAN,PHX,304.0,10.0,12.0,0,0,0.0,0.0,0.0,0.0,26.0,1,0,Morning
2008,1,29,2,710.0,710.0,958.0,1025,WN,2102,168.0,195.0,157.0,-27.0,0.0,ISP,RSW,1101.0,2.0,9.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Morning
2008,1,29,2,1304.0,1310.0,1815.0,1840,WN,2193,191.0,210.0,175.0,-25.0,-6.0,LAS,BNA,1588.0,4.0,12.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Afternoon
2008,1,4,5,1841.0,1655.0,1952.0,1816,XE,224,191.0,201.0,175.0,96.0,106.0,AUS,ONT,1197.0,6.0,10.0,0,0,0.0,0.0,0.0,0.0,96.0,1,0,Afternoon
2008,1,13,7,1125.0,1125.0,1422.0,1425,WN,570,117.0,120.0,104.0,-3.0,0.0,HOU,tpa,781.0,4.0,9.0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,Morning
2008,1,19,6,1512.0,1515.0,1731.0,1735,WN,798,79.0,80.0,60.0,-4.0,-3.0,LAS,SLC,368.0,3.0,16.0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,Afternoon
2008,1,29,2,631.0,635.0,842.0,840,WN,3846,131.0,125.0,111.0,2.0,-4.0,MCO,BWI,787.0,11.0,9.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,Morning
2008,1,26,6,1527.0,1530.0,1711.0,1725,WN,1352,44.0,55.0,38.0,-14.0,-3.0,ABQ,LBB,289.0,2.0,4.0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,Afternoon
2008,1,15,2,1530.0,1535.0,1618.0,1630,WN,2090,108.0,115.0,97.0,-12.0,-5.0,MCO,JAN,587.0,2.0,9.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Afternoon
2008,1,14,1,1724.0,1725.0,1826.0,1835,WN,2116,62.0,70.0,52.0,-9.0,-1.0,AUS,LBB,341.0,2.0,8.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Evening
2008,1,14,1,1414.0,1415.0,1737.0,1745,WN,799,143.0,150.0,126.0,-8.0,-1.0,MDW,MCO,989.0,5.0,12.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Afternoon
2008,1,27,7,2135.0,2040.0,2241.0,2215,WN,113,66.0,95.0,55.0,26.0,55.0,PHL,RDU,336.0,3.0,8.0,0,0,1.0,0.0,0.0,0.0,25.0,1,1,Evening
2008,1,18,5,732.0,730.0,851.0,905,WN,1479,139.0,155.0,126.0,-14.0,2.0,ABQ,OAK,889.0,,9.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Morning
2008,1,30,3,2107.0,2110.0,2223.0,2225,WN,106,76.0,75.0,64.0,-2.0,-3.0,STL,TUL,351.0,3.0,9.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Evening
2008,1,30,3,1611.0,1610.0,1859.0,19:05,WN,3317,108.0,115.0,93.0,-6.0,1.0,OAK,PHX,646.0,7.0,8.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Afternoon
2008,1,4,5,1937.0,1850.0,2202.0,2105,WN,1044,85.0,75.0,56.0,57.0,47.0,LAX,TUS,451.0,4.0,25.0,0,0,47.0,0.0,10.0,0.0,0.0,1,0,Evening
2008,1,30,3,1958.0,2000.0,2113.0,2130,WN,2122,135.0,150.0,124.0,-17.0,-2.0,TPA,STL,869.0,3.0,8.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Evening
2008,1,18,5,1346.0,1345.0,1520.0,1510,WN,1405,94.0,85.0,75.0,10.0,1.0,MDW,MCI,405.0,4.0,15.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,Afternoon
2008,1,6,7,846.0,845.0,1039.0,1050,WN,111,113.0,125.0,96.0,-11.0,1.0,SEA,OAK,671.0,6.0,11.0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,Morning
2008,1,23,3,1555.0,1550.0,1646.0,1645,WN,2008,51.0,55.0,39.0,1.0,5.0,AUS,DAL,189.0,3.0,9.0,0,FALSE,0.0,0.0,0.0,0.0,0.0,1,0,Afternoon
2008,1,10,4,2128.0,2130.0,2227.0,2230,WN,886,59.0,60.0,39.0,-3.0,-2.0,FLL,TPA,197.0,3.0,17.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Evening
2008,1,14,1,913.0,900.0,1128.0,1124,XE,519,75.0,84.0,64.0,4.0,13.0,MSY ,JAX,513.0,6.0,5.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,Morning
2008,1,16,3,1156.0,1155.0,1205.0,1205,WN,1594,69.0,70.0,54.0,0.0,1.0,PHX,SAN,304.0,2.0,13.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Morning
2008,1,31,4,558.0,600.0,757.0,805,WN,218,119.0,125.0,102.0,-8.0,-2.0,SEA,OA,671.0,5.0,12.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Morning
2008,1,28,1,930.0,,1038.0,1035,WN,1452,68.0,70.0,55.0,3.0,5.0,DAL,AMA,324.0,3.0,10.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,Evening
2008,1,31,4,1545.0,1545.0,1638.0,1640,WN,1664,53.0,55.0,45.0,-2.0,0.0,SAT,DAL,248.0,2.0,6.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Afternoon
2008,1,28,1,1704.0,1650.0,1815.0,1805,WN,3684,71.0,75.0,62.0,10.0,14.0,LAX,RNO,390.0,3.0,6.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,Afternoon
2008,1,15,2,1952.0,1950.0,2039.0,2045,WN,1274,107.0,115.0,96.0,-6.0,2.0,DEN,LAS,629.0,4.0,7.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,Evening
2008,1,24,4,652.0,650.0,830.0,810,WN,1288,98.0,80.0,65.0,20.0,2.0,ALB,BWI,288.0,4.0,29.0,0,0,0.0,0.0,20.0,0.0,0.0,1,0,Morning
